"Intent","TrainPhrase"
workerName.update,"{""en-US"": ""correct name of Bruno""}"
workerName.update,"{""en-US"": ""adjust Teresa Brown given name""}"
workerName.update,"{""en-US"": ""edit employee family name""}"
workerName.update,"{""en-US"": ""correct Daniel Ocean name""}"
workerName.update,"{""en-US"": ""worker name""}"
workerName.update,"{""en-US"": ""associate name correction""}"
workerName.update,"{""en-US"": ""update worker given name""}"
workerPersonalAddress.update,"{""en-US"": ""correct address details for worker""}"
workerPersonalAddress.update,"{""en-US"": ""edit address information for associate""}"
workerPersonalAddress.update,"{""en-US"": ""adjust address for employee""}"
workerPersonalAddress.update,"{""en-US"": ""modify address for Jennifer""}"
workerPersonalAddress.update,"{""en-US"": ""change Martha's home address""}"
workerPersonalAddress.update,"{""en-US"": ""update Chase's address""}"
workerPersonalAddress.update,"{""en-US"": ""Vincent address adjustment""}"
workerPersonalAddress.update,"{""en-US"": ""Vincent mailing address adjustment""}"
workerPersonalAddress.update,"{""en-US"": ""employee address adjustment""}"
workerPersonalAddress.update,"{""en-US"": ""edit Bruno's address""}"
workerPersonalAddress.update,"{""en-US"": ""change personal address of employee""}"
workerPersonalAddress.update,"{""en-US"": ""change street address of worker""}"
workerPersonalAddress.update,"{""en-US"": ""change home address for Vincent""}"
workerPersonalAddress.update,"{""en-US"": ""update Roberto's address""}"
workerPersonalAddress.update,"{""en-US"": ""update employee personal address""}"
workerPersonalAddress.update,"{""en-US"": ""modify worker address""}"
workerPersonalAddress.update,"{""en-US"": ""change employee address""}"
workerPersonalAddress.update,"{""en-US"": ""My worker moved""}"
workerPersonalAddress.update,"{""en-US"": ""Pascual moved""}"
workerPersonalAddress.update,"{""en-US"": ""Pascual move""}"
workerPersonalAddress.update,"{""en-US"": ""worker is moving""}"
workerPersonalAddress.update,"{""en-US"": ""Bruno moved""}"
workerPersonalContacts.update,"{""en-US"": ""employee emergency contact adjustment""}"
workerPersonalContacts.update,"{""en-US"": ""correct worker emergency contacts information""}"
workerPersonalContacts.update,"{""en-US"": ""edit Vincent emergency contact details""}"
workerPersonalContacts.update,"{""en-US"": ""adjust Bruno's emergency contact address""}"
workerPersonalContacts.update,"{""en-US"": ""modify Martha emergency contact email address""}"
workerPersonalContacts.update,"{""en-US"": ""change emergency contact phone number for Roberto""}"
workerPersonalContacts.update,"{""en-US"": ""update emergency contact name for associate""}"
workerPersonalContacts.update,"{""en-US"": ""correct emergency contacts for worker""}"
workerPersonalContacts.update,"{""en-US"": ""edit emergency contacts for employee""}"
workerPersonalContacts.update,"{""en-US"": ""adjust emergency contact for Bruno""}"
workerPersonalContacts.update,"{""en-US"": ""modify Katherine's emergency contacts""}"
workerPersonalContacts.update,"{""en-US"": ""change Martha's emergency contact""}"
workerPersonalContacts.update,"{""en-US"": ""update Bruno's emergency contacts""}"
workerPersonalContacts.update,"{""en-US"": ""correct personal contacts for associate""}"
workerPersonalContacts.update,"{""en-US"": ""edit personal contacts for Vincent""}"
workerPersonalContacts.update,"{""en-US"": ""adjust Roberto personal contact""}"
workerPersonalContacts.update,"{""en-US"": ""modify associate's personal contacts""}"
workerPersonalContacts.update,"{""en-US"": ""change worker personal contact""}"
workerPersonalContacts.update,"{""en-US"": ""update employee personal contacts""}"
workerPersonalEmail.update,"{""en-US"": ""correct email details for worker""}"
workerPersonalEmail.update,"{""en-US"": ""edit email information for associate""}"
workerPersonalEmail.update,"{""en-US"": ""adjust email address for employee""}"
workerPersonalEmail.update,"{""en-US"": ""modify email for Justo""}"
workerPersonalEmail.update,"{""en-US"": ""change Chase's email address""}"
workerPersonalEmail.update,"{""en-US"": ""update Vincent's email""}"
workerPersonalEmail.update,"{""en-US"": ""update Corey email""}"
workerPersonalEmail.update,"{""en-US"": ""adjust Teresa e-mail""}"
workerPersonalEmail.update,"{""en-US"": ""modify Corey e-mail""}"
workerPersonalEmail.update,"{""en-US"": ""Danny email needs to be changed""}"
workerPersonalEmail.update,"{""en-US"": ""change Danny's email""}"
workerPersonalEmail.update,"{""en-US"": ""i need to change my associate email id""}"
workerPersonalEmail.update,"{""en-US"": ""modify laborer e-mail id""}"
workerPersonalEmail.update,"{""en-US"": ""change labourer email address""}"
workerPersonalEmail.update,"{""en-US"": ""update worker electronic mail""}"
workerPersonalEmail.update,"{""en-US"": ""update employee email""}"
workerPersonalEmail.update,"{""en-US"": ""update Roberto e-mail""}"
workerPersonalEmail.update,"{""en-US"": ""change e-mail for Roberto""}"
workerPersonalEmail.update,"{""en-US"": ""change email of worker""}"
workerPersonalEmail.update,"{""en-US"": ""employee e-mail adjustment""}"
workerPersonalEmail.update,"{""en-US"": ""edit Bruno's email""}"
workerPersonalEmail.update,"{""en-US"": ""Vincent e-mail adjustment""}"
workerPersonalEmail.update,"{""en-US"": ""modify worker mail""}"
workerPersonalEmail.update,"{""en-US"": ""change employee mail""}"
workerPersonalEmail.update,"{""en-US"": ""Vincent email adjustment""}"
workerPersonalEmail.update,"{""en-US"": ""change e-mail of employee""}"
workerPersonalEmail.update,"{""en-US"": ""edit Bruno's e-mail""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""correct associate's personal phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""edit employee's telephone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""adjust Roberto's phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""modify worker's cell phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change associate's personal telephone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""update employee's phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""modify Anthony Albright phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""adjust Chase mobile number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""update worker cellular phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change labor cell phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""modify associate mobile phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change labourer mobile phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""update laborer phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change Vincent cell number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""update cellphone of my worker""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""update employee cellular number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change Silveira phone number""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""adjust phone number of Maioli""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""Update employee own phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""edit Bruno's phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""Vincent phone adjustment""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change mobile phone of worker""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change phone for Justo""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""change phone of employee""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""Update Roberto phone""}"
workerPersonalPhoneNumber.update,"{""en-US"": ""employee phone adjustment""}"
workerSocialNetwork.update,"{""en-US"": ""correct Twitter account details for worker""}"
workerSocialNetwork.update,"{""en-US"": ""edit LinkedIn account info for associate""}"
workerSocialNetwork.update,"{""en-US"": ""adjust Facebook account info for employee""}"
workerSocialNetwork.update,"{""en-US"": ""modify social network accounts for Roberto""}"
workerSocialNetwork.update,"{""en-US"": ""change Martha's website details""}"
workerSocialNetwork.update,"{""en-US"": ""update Vincent's Twitter details""}"
workerSocialNetwork.update,"{""en-US"": ""Vincent Facebook details adjustment""}"
workerSocialNetwork.update,"{""en-US"": ""Vincent LinkedIn details adjustment""}"
workerSocialNetwork.update,"{""en-US"": ""employee social network details adjustment""}"
workerSocialNetwork.update,"{""en-US"": ""edit Bruno's website information""}"
workerSocialNetwork.update,"{""en-US"": ""edit Bruno's Twitter information""}"
workerSocialNetwork.update,"{""en-US"": ""change LinkedIn information of employee""}"
workerSocialNetwork.update,"{""en-US"": ""change social network information of worker""}"
workerSocialNetwork.update,"{""en-US"": ""change website for Roberto""}"
workerSocialNetwork.update,"{""en-US"": ""update Roberto Twitter""}"
workerSocialNetwork.update,"{""en-US"": ""update employee Facebook""}"
workerSocialNetwork.update,"{""en-US"": ""modify worker LinkedIn""}"
workerSocialNetwork.update,"{""en-US"": ""change employee social network""}"
workerStartDate.update,"{""en-US"": ""change start date of candidate""}"
workerStartDate.update,"{""en-US"": ""update start date""}"
workerStartDate.update,"{""en-US"": ""update start date of worker""}"
workerStartDate.update,"{""en-US"": ""update candidate joining date""}"
workerStartDate.update,"{""en-US"": ""update hire start date""}"
workerStartDate.update,"{""en-US"": ""new start date update""}"
workerStartDate.update,"{""en-US"": ""different hire date""}"
workerStartDate.update,"{""en-US"": ""modify start date of candidate""}"
workerStartDate.update,"{""en-US"": ""edit joining date of new associate""}"
workerStartDate.update,"{""en-US"": ""change date worker will start""}"
workerStartDate.update,"{""en-US"": ""update the hire date for new worker""}"
workerStartDate.update,"{""en-US"": ""modify employee hire date""}"
workerStudentStatus.update,"{""en-US"": ""update worker student information""}"
workerStudentStatus.update,"{""en-US"": ""Martha doesn't go to school anymore""}"
workerStudentStatus.update,"{""en-US"": ""She doesn't go to school anymore""}"
workerStudentStatus.update,"{""en-US"": ""associate dropped out of school""}"
workerStudentStatus.update,"{""en-US"": ""Margarite is going to school""}"
workerStudentStatus.update,"{""en-US"": ""She enrolled in school""}"
workerStudentStatus.update,"{""en-US"": ""Chase is a student""}"
workerStudentStatus.update,"{""en-US"": ""He is a student""}"
workerStudentStatus.update,"{""en-US"": ""correct student status for employee""}"
workerStudentStatus.update,"{""en-US"": ""edit student information for Vincent""}"
workerStudentStatus.update,"{""en-US"": ""adjust my worker's student details""}"
workerStudentStatus.update,"{""en-US"": ""adjust worker's student details""}"
workerStudentStatus.update,"{""en-US"": ""modify my associate's student details""}"
workerStudentStatus.update,"{""en-US"": ""modify associate's student details""}"
workerStudentStatus.update,"{""en-US"": ""change employee's student information""}"
workerStudentStatus.update,"{""en-US"": ""update Roberto's student status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Jane doesn't use tobacco products""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Dustin smokes cigarettes""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Martha doesn't smoke any more""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Vincent stopped smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""correct smoking information for employee""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""edit smoking details for Claire""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""adjust worker's tobacco information""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""modify associate's tobacco usage""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""change employee's cigarette usage""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""update Jeff's tobacco product usage""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Anthony started smoking this year""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Chase quit smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""worker tobacco status update""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""change labourer smoking details""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""tobacco status change of Teresa Brown""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""update worker tobacco details""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Vincent is not smoking any more""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""modify worker tobaco status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Adjust worker tobacco status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Change employee tobacco status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""change worker tobacco status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Modify Vincent smoking status""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Martha smokes""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Bill start using tobacco""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Margarite start smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Employee quit smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Anthony started smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Chase quit smoking""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""worker is no longer a smoker""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Martha is a smoker""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Jane smokes""}"
workerTobaccoUsageStatus.update,"{""en-US"": ""Dustin doesn't smoke""}"
workerVeteranStatus.update,"{""en-US"": ""They're no longer in the military""}"
workerVeteranStatus.update,"{""en-US"": ""Chase is not in the military""}"
workerVeteranStatus.update,"{""en-US"": ""He is a veteran""}"
workerVeteranStatus.update,"{""en-US"": ""Employee us veteran""}"
workerVeteranStatus.update,"{""en-US"": ""Worker is in the military""}"
workerVeteranStatus.update,"{""en-US"": ""She is in the military""}"
workerVeteranStatus.update,"{""en-US"": ""correct veteran status for her""}"
workerVeteranStatus.update,"{""en-US"": ""edit military service for him""}"
workerVeteranStatus.update,"{""en-US"": ""adjust veteran information for Vincent""}"
workerVeteranStatus.update,"{""en-US"": ""modify her military information""}"
workerVeteranStatus.update,"{""en-US"": ""modify worker military status""}"
workerVeteranStatus.update,"{""en-US"": ""change employee veteran status""}"
workerVeteranStatus.update,"{""en-US"": ""change his military status""}"
workerVeteranStatus.update,"{""en-US"": ""update Brian's veteran status""}"
